x,y,sipm_current,sipm_std,sipm_stderr,sipm_time,pd_current,pd_std,pd_stderr,pd_time
0.0,5,0.00018964348599999998,2.0304403929360598e-07,1.1722753074351238e-07,1772654860.9850922,3.031819e-08,1.878648e-12,1.0846379285125521e-12,1772654859.7299452
0.1,5,0.00019889662299999998,1.0682568565520217e-05,6.167583836939732e-06,1772654861.5826159,3.030927e-08,2.895889e-12,1.6719422936932763e-12,1772654862.1465356
0.2,5,0.0002928141696666667,8.463226286837794e-08,4.886245974918517e-08,1772654863.7766924,3.030996e-08,4.025732e-12,2.324257453885291e-12,1772654863.4240267
0.30000000000000004,5,0.00030270263866666666,1.2100193423874796e-05,6.9860499305206535e-06,1772654864.36231,3.029367e-08,3.775051e-12,2.179526711054566e-12,1772654864.9444618
0.4,5,0.0003552496776666667,5.324931296649775e-06,3.0743505175370105e-06,1772654865.6359522,3.028315e-08,2.110839e-12,1.2186934648659606e-12,1772654866.2176645
0.5,5,0.00041871436133333336,1.3459436258584878e-05,7.770809147034589e-06,1772654866.9024663,3.026818e-08,9.360618e-12,5.404355322081257e-12,1772654867.4915764
0.6000000000000001,5,0.0004705181186666666,7.4563105497541364e-06,4.304902903061997e-06,1772654868.1778405,3.023715e-08,4.416854e-12,2.5500718458712755e-12,1772654868.765982
0.7000000000000001,5,0.0005456473216666667,2.2052288014437215e-05,1.2731894421382485e-05,1772654869.457632,3.021195e-08,5.621815e-12,3.2457564035842762e-12,1772654870.0400164
0.8,5,0.000622380282,1.653235106341688e-05,9.544957336801132e-06,1772654870.7461052,3.019565e-08,4.263713e-12,2.461655848297307e-12,1772654871.3139641
0.9,5,0.0008128887296666667,6.577486219624719e-05,3.797513439491385e-05,1772654872.7935495,3.017609e-08,6.198403e-12,3.578649640595784e-12,1772654872.587125
1.0,5,0.0008985414759999999,4.773707517213919e-05,2.7561013200959964e-05,1772654873.40573,3.016294e-08,5.659887e-12,3.2677372830328636e-12,1772654873.9506972
1.1,5,0.00107168411,3.054778262808724e-05,1.7636770523472343e-05,1772654874.6432981,3.013353e-08,1.857292e-12,1.0723080361637386e-12,1772654875.2251055
1.2000000000000002,5,0.00134397936,7.956572392422638e-05,4.593729212591955e-05,1772654875.9207199,3.012516e-08,2.191435e-12,1.2652255871615677e-12,1772654876.4988651
1.3,5,0.0015933508466666666,5.347164350744566e-05,3.087186777303546e-05,1772654877.187659,3.012241e-08,5.698273e-12,3.2898994504659766e-12,1772654877.7724535
1.4000000000000001,5,0.00195990618,0.00010132629185944214,5.8500761881035514e-05,1772654878.469077,3.011943e-08,5.15061e-12,2.9737060699907784e-12,1772654879.0463567
