x,y,sipm_current,sipm_std,sipm_stderr,sipm_time,pd_current,pd_std,pd_stderr,pd_time
4.8500000000000005,5.15,0.00682610061,0.00011249421978145392,1.5909085130351183e-05,1772654260.0206342,3.7018e-08,1.439561e-11,2.035846690063375e-12,1772654249.4575613
