x,y,sipm_current,sipm_std,sipm_stderr,sipm_time,pd_current,pd_std,pd_stderr,pd_time
5,0.0,1.4700497899999999e-06,6.514985295967394e-10,3.7614285143932284e-10,1772663964.5944073,4.522337e-11,1.441296e-14,8.321326335819309e-15,1772663965.1754444
5,0.1,1.4841038033333331e-06,5.166086281395448e-09,2.9826413052204948e-09,1772663966.707818,4.527449e-11,7.173501e-14,4.1416227333820495e-14,1772663967.2954478
5,0.2,1.5335540300000001e-06,1.7518084041287207e-08,1.0114070536923656e-08,1772663968.0088146,4.530214e-11,9.944113e-14,5.741236317402057e-14,1772663968.5776086
5,0.30000000000000004,1.58658617e-06,1.3601931247027692e-08,7.853078666970221e-09,1772663969.280426,4.532745e-11,1.118026e-13,6.454926120610006e-14,1772663969.8553793
5,0.4,1.6455881466666666e-06,7.454094118224943e-09,4.303623245721977e-09,1772663970.5559855,4.536566e-11,7.237439e-14,4.178537354893496e-14,1772663971.1302457
5,0.5,1.7318275533333333e-06,1.938231541540952e-08,1.119038502260492e-08,1772663971.8267295,4.538094e-11,7.738614e-14,4.467890876054607e-14,1772663972.403569
5,0.6000000000000001,1.8039880666666665e-06,8.568413703773997e-09,4.946975958401996e-09,1772663973.096135,4.53831e-11,8.22415e-14,4.7482152163558615e-14,1772663973.6814096
5,0.7000000000000001,1.89122245e-06,2.2588685777260266e-08,1.3041583814141086e-08,1772663974.371987,4.545417e-11,9.885752e-14,5.707541578341882e-14,1772663974.9548316
5,0.8,1.961243773333333e-06,1.1140767894414649e-08,6.432125342819438e-09,1772663975.6423028,4.545992e-11,1.029169e-13,5.94190999191618e-14,1772663976.2298186
5,0.9,2.062159046666667e-06,3.162095756074472e-08,1.8256368359729694e-08,1772663976.9247956,4.549381e-11,1.180349e-13,6.814748128877056e-14,1772663977.5032082
5,1.0,2.1610346233333334e-06,2.4675266697491954e-08,1.4246271870122788e-08,1772663978.19696,4.5507e-11,1.129997e-13,6.524040721334696e-14,1772663978.7767808
5,1.1,2.29097828e-06,1.7701076881822703e-08,1.0219721502666599e-08,1772663979.4680052,4.552079e-11,8.074997e-14,4.6621016916554206e-14,1772663980.0500946
5,1.2000000000000002,2.5375329333333335e-06,7.159472453585511e-08,4.133523348333306e-08,1772663980.7424717,4.554121e-11,1.063837e-13,6.142065783238839e-14,1772663981.3241186
5,1.3,2.84192047e-06,5.273922698015017e-08,3.0449006893842475e-08,1772663982.0170205,4.552221e-11,9.018352e-14,5.2067479548468e-14,1772663982.5986214
