x,y,sipm_current,sipm_std,sipm_stderr,sipm_time,pd_current,pd_std,pd_stderr,pd_time
5,0.0,7.813884566666667e-05,5.124573248380811e-08,2.9586737444346163e-08,1772223001.6653132,1.399088e-08,1.074593e-10,6.204165578192876e-11,1772223001.4310482
5,0.1,7.966647963333333e-05,2.211482405468442e-06,1.2767999621053263e-06,1772223002.5483742,1.405313e-08,2.074638e-12,1.197792807771027e-12,1772223003.1267982
5,0.2,0.00010715177633333333,8.101698374835342e-06,4.6775177376043385e-06,1772223003.8313196,1.40538e-08,1.073345e-12,6.196960246833389e-13,1772223004.4007952
5,0.30000000000000004,0.00013812296566666668,5.471692347113901e-06,3.1590830495290265e-06,1772223005.092606,1.40537e-08,3.789693e-12,2.1879802736960405e-12,1772223005.6751328
5,0.4,0.00018869266333333335,1.4257440375393243e-05,8.231537038688328e-06,1772223006.364001,1.405853e-08,2.300876e-12,1.3284113779719495e-12,1772223006.9485574
5,0.5,0.000283528632,1.0034296620422569e-08,5.793303854929523e-09,1772223008.5715485,1.40586e-08,2.186846e-12,1.2625761267762563e-12,1772223008.2230794
5,0.6000000000000001,0.0002934775933333333,1.2080513211321818e-05,6.974687554505482e-06,1772223009.1672215,1.405932e-08,1.214998e-12,7.01479422364857e-13,1772223009.7299123
5,0.7000000000000001,0.0003398519763333333,6.478019775650642e-06,3.7400864612876176e-06,1772223010.4267454,1.406139e-08,1.685549e-12,9.731521688823047e-13,1772223011.0032036
5,0.8,0.0004014365933333333,1.4215049586264177e-05,8.207062705173501e-06,1772223011.6921208,1.405878e-08,2.063428e-12,1.1913207112534112e-12,1772223012.276792
5,0.9,0.0004481851126666666,8.560565730798602e-06,4.942444929092058e-06,1772223012.9546845,1.405895e-08,8.812383e-13,5.087831697252083e-13,1772223013.5510924
5,1.0,0.0005159465783333334,2.0453072272522272e-05,1.1808586782295606e-05,1772223014.2391264,1.406424e-08,4.042664e-12,2.3340331486432094e-12,1772223014.8247755
5,1.1,0.0005776847226666667,1.5686206523536223e-05,9.056435558927703e-06,1772223015.5187883,1.406511e-08,1.074903e-12,6.205955364027363e-13,1772223016.0994356
