x,y,sipm_current,sipm_std,sipm_stderr,sipm_time,pd_current,pd_std,pd_stderr,pd_time
4.75,5.1000000000000005,0.013390016854000002,0.00029626702136090216,4.189848396924673e-05,1772221571.7788491,4.194944e-08,1.446853e-11,2.0461591353602e-12,1772221561.0978346
