x,y,sipm_current,sipm_std,sipm_stderr,sipm_time,pd_current,pd_std,pd_stderr,pd_time
0.0,5,0.000746386831,2.689169564290912e-06,1.5525927718399068e-06,1772220661.1319084,4.72566e-08,1.29595e-11,7.482170813562956e-12,1772220660.8932533
0.1,5,0.0007827048423333334,3.845797851347485e-05,2.2203724247243552e-05,1772220661.7346997,4.726934e-08,9.405823e-12,5.430454440999974e-12,1772220662.2924616
0.2,5,0.0009376064176666667,2.2185151255676314e-05,1.2808603049477284e-05,1772220662.9779809,4.727907e-08,3.764928e-12,2.1736821942795595e-12,1772220663.5710194
0.30000000000000004,5,0.0011522440833333333,4.8698945595885515e-05,2.8116349349035445e-05,1772220664.2635715,4.726519e-08,7.809278e-12,4.508688755476623e-12,1772220664.8455563
0.4,5,0.0013181669233333334,2.656122127831386e-05,1.5335128255039725e-05,1772220665.545964,4.728192e-08,8.756248e-12,5.055422139891122e-12,1772220666.1188917
0.5,5,0.00152499963,5.191153507612152e-05,2.997113875024546e-05,1772220666.8156104,4.727016e-08,6.634187e-12,3.830249650304316e-12,1772220667.3921876
0.6000000000000001,5,0.0016852942433333332,3.7147586517441814e-05,2.1447169075589944e-05,1772220668.0844147,4.728089e-08,1.752127e-12,1.0115909951044114e-12,1772220668.6668417
0.7000000000000001,5,0.0019508250833333333,8.917354999539352e-05,5.1484373094435e-05,1772220669.3637655,4.729378e-08,3.403806e-12,1.9651883103692634e-12,1772220669.9394689
0.8,5,0.002277809783333333,0.00017581575106504169,0.00010150727120517805,1772220671.5317833,4.730225e-08,4.773413e-12,2.755931280503259e-12,1772220671.214275
0.9,5,0.002621053616666667,0.00011558601266578715,6.673361552714771e-05,1772220672.1361635,4.729679e-08,2.623626e-12,1.5147511773529012e-12,1772220672.6963925
1.0,5,0.00303470754,7.672539022580761e-05,4.429742470054911e-05,1772220673.3877296,4.729146e-08,1.454424e-11,8.397120879158524e-12,1772220673.9707367
1.1,5,0.0036822825933333337,0.00017442054133935542,0.00010070174649447711,1772220674.674871,4.728782e-08,3.15929e-12,1.824016931948093e-12,1772220675.2452097
1.2000000000000002,5,0.004211670153333333,0.00011628580564509637,6.71376411921289e-05,1772220675.943896,4.72952e-08,6.666613e-12,3.848970810133059e-12,1772220676.5228093
1.3,5,0.004992158963333333,0.0002266109296782494,0.00013083388125104866,1772220677.220371,4.728363e-08,5.338978e-12,3.08246038549749e-12,1772220677.7971175
1.4000000000000001,5,0.005597969043333334,0.00014522066999961533,8.384319291617573e-05,1772220678.4863615,4.728497e-08,1.255425e-11,7.24819961697386e-12,1772220679.074744
1.5,5,0.006221120993333333,6.493248901069174e-05,3.7488790009475295e-05,1772220679.7763374,4.728631e-08,3.808697e-12,2.1989522382117204e-12,1772220680.3477862
1.6,5,0.00711846331,0.0003239617971970203,0.00018703943081885464,1772220681.151383,4.728523e-08,9.707438e-12,5.604591942441603e-12,1772220681.6223505
1.7000000000000002,5,0.007821500609999999,0.00025952847385507234,0.0001498388342425988,1772220682.4451282,4.727725e-08,5.260628e-12,3.0372249919064827e-12,1772220682.8950655
1.8,5,0.008414405186666668,0.00020438432261728976,0.00011800134368123157,1772220683.5852823,4.728059e-08,5.703146e-12,3.2927128783277376e-12,1772220684.1694155
1.9000000000000001,5,0.00902172486,0.0001019240921436826,5.8845902036063374e-05,1772220684.8598704,4.726964e-08,1.021279e-11,5.896357055677118e-12,1772220685.4434667
2.0,5,0.009756038526666667,0.00020817189665725154,0.00012018810057277913,1772220686.1309319,4.726785e-08,4.944433e-12,2.8546697235400693e-12,1772220686.7174416
2.1,5,0.010292789233333334,0.00011743374908444721,6.780040664585256e-05,1772220687.3981252,4.728842e-08,2.528056e-12,1.4595738121264488e-12,1772220687.9902825
2.2,5,0.010960079933333334,0.00019044757228944197,0.00010995495712782003,1772220688.686367,4.72771e-08,6.689886e-12,3.862407482947909e-12,1772220689.2641003
2.3000000000000003,5,0.011401818466666666,0.00012067405000052328,6.967119525200448e-05,1772220689.964475,4.726024e-08,4.130097e-12,2.3845126147292657e-12,1772220690.5382783
2.4000000000000004,5,0.011815680333333333,4.437985842739468e-05,2.56227232096538e-05,1772220691.2290208,4.725438e-08,1.531696e-11,8.843250979166732e-12,1772220691.8123698
2.5,5,0.012239768966666667,9.606366425984837e-05,5.5462382419765294e-05,1772220692.504964,4.724539e-08,4.83086e-12,2.7890983214173957e-12,1772220693.0861397
2.6,5,0.012514335199999999,3.8459671469302875e-05,2.2204701675746585e-05,1772220693.773012,4.725194e-08,1.280284e-11,7.391723120391709e-12,1772220694.3600268
2.7,5,0.012785988499999998,6.4333423080438e-05,3.714291913338097e-05,1772220695.050661,4.723555e-08,1.278349e-11,7.38055139268289e-12,1772220695.633247
2.8000000000000003,5,0.012938234366666667,2.9138330082136684e-05,1.6823022716657787e-05,1772220696.3379066,4.724723e-08,1.62508e-12,9.382403754546772e-13,1772220696.9077249
2.9000000000000004,5,0.013096838966666668,3.7082239699200045e-05,2.1409441072487373e-05,1772220697.5918462,4.724805e-08,5.888987e-12,3.4000082297042068e-12,1772220698.181648
3.0,5,0.013180790966666666,2.1412496218537842e-05,1.2362510455794668e-05,1772220698.878274,4.724557e-08,1.329681e-11,7.676916832863309e-12,1772220699.4562364
3.1,5,0.013262977666666667,7.0193550175365715e-06,4.05262650891229e-06,1772220700.155919,4.723384e-08,1.042086e-11,6.016486326187404e-12,1772220700.7341363
3.2,5,0.013363495233333333,2.5432997529762097e-05,1.4683747970107234e-05,1772220701.4307928,4.726007e-08,1.10016e-11,6.351776721516587e-12,1772220702.0075352
3.3000000000000003,5,0.013457234966666667,1.2231340894694118e-05,7.061767958101727e-06,1772220702.6928437,4.725407e-08,7.550534e-12,4.359302837425422e-12,1772220703.2809348
3.4000000000000004,5,0.013572065933333334,2.891691551789158e-05,1.669518895838837e-05,1772220703.9663062,4.724049e-08,9.252969e-12,5.3422041429532625e-12,1772220704.554874
3.5,5,0.013655597399999999,1.4344091419117497e-05,8.281565042108088e-06,1772220705.2470021,4.725035e-08,1.357535e-11,7.837731976843387e-12,1772220705.8280745
3.6,5,0.013749371033333332,2.2781889449931114e-05,1.3153130006566025e-05,1772220706.5162823,4.725065e-08,2.299307e-12,1.327505515399591e-12,1772220707.1022954
3.7,5,0.013799848533333334,7.15240835632029e-06,4.129444889875649e-06,1772220707.8097034,4.724308e-08,3.521256e-12,2.032998099485585e-12,1772220708.3766541
3.8000000000000003,5,0.013838008966666667,1.7287070492773608e-06,9.98069480250288e-07,1772220709.0548427,4.723032e-08,4.604746e-12,2.6585513426498526e-12,1772220709.6501455
3.9000000000000004,5,0.0138570884,1.4382694763727674e-06,8.303852693510394e-07,1772220710.3280635,4.721491e-08,4.44772e-12,2.5678923392800826e-12,1772220710.9239287
4.0,5,0.013857354899999999,2.460796931889692e-06,1.4207417710475188e-06,1772220711.6153526,4.720747e-08,9.131719e-12,5.2722004228140205e-12,1772220712.1976767
4.1000000000000005,5,0.013849863933333333,2.2140748336243338e-06,1.278296701198985e-06,1772220712.8805904,4.720184e-08,3.077807e-12,1.7769726999637147e-12,1772220713.4719524
4.2,5,0.013842271266666666,7.688857623568539e-07,4.4391640187280026e-07,1772220714.166878,4.721499e-08,9.224239e-12,5.3256168697194445e-12,1772220714.749408
4.3,5,0.013838880833333332,1.8801066677777441e-06,1.085480090746691e-06,1772220715.4529698,4.720711e-08,1.397892e-11,8.070733224980243e-12,1772220716.0238976
4.4,5,0.013837662366666665,1.0298117961817911e-06,5.945621177402092e-07,1772220716.7269132,4.720844e-08,4.741115e-12,2.737284021508973e-12,1772220717.2982316
4.5,5,0.0138394924,1.0412777279219717e-06,6.011819765169123e-07,1772220717.9852998,4.719642e-08,6.896331e-12,3.9815985592707615e-12,1772220718.5758889
4.6000000000000005,5,0.013841461,2.403054432730838e-06,1.387404123614473e-06,1772220719.2625704,4.718467e-08,1.191469e-11,6.878949478810943e-12,1772220719.8529155
4.7,5,0.013840760133333333,6.732331064022541e-07,3.886913152087094e-07,1772220720.5436249,4.718262e-08,2.65353e-12,1.5320162598027476e-12,1772220721.1274273
4.800000000000001,5,0.013840589133333333,1.9009711804465472e-06,1.0975262227525347e-06,1772220721.8180468,4.717396e-08,7.269913e-12,4.19728622753516e-12,1772220722.4015563
4.9,5,0.013841755233333334,1.59073150119312e-06,9.184092604222654e-07,1772220723.098641,4.71697e-08,1.30228e-11,7.51871708560266e-12,1772220723.67481
5.0,5,0.013843532833333333,2.696537931414007e-06,1.5568469005819135e-06,1772220724.3670433,4.716841e-08,5.133037e-12,2.9635602937103094e-12,1772220724.9520543
5.1000000000000005,5,0.013842764166666667,1.6252035489610464e-06,9.383117064805954e-07,1772220725.6463523,4.716905e-08,1.46524e-11,8.459567084274072e-12,1772220726.2268698
5.2,5,0.0138466152,3.3166565102024696e-06,1.914872528974921e-06,1772220726.9266217,4.71606e-08,3.291004e-12,1.900062045304135e-12,1772220727.4997814
5.300000000000001,5,0.013848283433333332,2.868783896047754e-06,1.6562931546300342e-06,1772220728.1851833,4.714963e-08,6.309495e-12,3.642788636700598e-12,1772220728.774934
5.4,5,0.013851253366666668,6.47518094127413e-07,3.7384474594961533e-07,1772220729.4683828,4.715229e-08,7.488398e-12,4.323428601099056e-12,1772220730.0483584
5.5,5,0.013853640966666666,2.461668681109461e-06,1.4212450756942184e-06,1772220730.7429705,4.715325e-08,1.271089e-11,7.338635763139724e-12,1772220731.3211038
5.6000000000000005,5,0.013849084466666666,1.2803315438673363e-06,7.391997615037758e-07,1772220732.0044298,4.715491e-08,4.078084e-12,2.354482895177906e-12,1772220732.5952094
5.7,5,0.013828068766666667,7.250641386035344e-06,4.186159756024948e-06,1772220733.2814782,4.714159e-08,9.683532e-12,5.590789806906356e-12,1772220733.8709905
5.800000000000001,5,0.013793101600000001,7.526619744613741e-06,4.345495935640696e-06,1772220734.5518436,4.714473e-08,8.730758e-12,5.040705481529479e-12,1772220735.1483562
5.9,5,0.013722252233333334,2.2294640008954583e-05,1.287181641065573e-05,1772220735.8348107,4.71299e-08,4.677173e-12,2.7003670905964497e-12,1772220736.425503
6.0,5,0.013643882599999999,1.8164950052413053e-05,1.0487538802576784e-05,1772220737.1318371,4.712798e-08,7.492901e-12,4.326028409361217e-12,1772220737.7043397
6.1000000000000005,5,0.013513880266666667,3.874741290119273e-05,2.23708292689052e-05,1772220738.396067,4.714381e-08,6.608237e-12,3.815267410818845e-12,1772220738.9781544
6.2,5,0.013406246066666667,2.7201285165757882e-05,1.570466931275409e-05,1772220739.6775382,4.715844e-08,5.731262e-12,3.3089456584962732e-12,1772220740.2562304
6.300000000000001,5,0.0132876796,1.2071946302343079e-05,6.9697414473004846e-06,1772220740.9490504,4.714402e-08,6.496479e-12,3.750743899434751e-12,1772220741.529377
